filenumber,title,authors,keyword1,keyword2,keyword3,keyword4,keyword5,X,Y,cluster,cluster top keyword 1,cluster top keyword 2,cluster top keyword 3,cluster top keyword 4,cluster top keyword 5
1182,Interactive Sankey diagrams,"Riehmann, P.;Hanfler, M.;Froehlich, B.",10,8,4,1,2,30.872387,54.001578,10,system,interact,user,inform,explor
1183,Interactive visualization of genealogical graphs,"McGuffin, M.J.;Balakrishnan, R.",4,10,5,1,2,-59.88117,-3.249471,4,graph,network,node,layout,edg
1184,Low-level components of analytic activity in information visualization,"Amar, R.;Eagan, J.;Stasko, J.",10,2,6,3,1,18.301589,64.865863,10,system,interact,user,inform,explor
1185,Multivariate glyphs for multi-object clusters,"Chlan, E.B.;Rheingans, P.",3,5,6,1,2,-0.851501,-13.502294,3,inform,displai,map,space,color
1186,Parallel sets: visual analysis of categorical data,"Bendix, F.;Kosara, R.;Hauser, H.",6,5,7,1,2,-37.273074,-3.399312,6,set,techniqu,larg,present,task
1187,PRISAD: a partitioned rendering infrastructure for scalable accordion drawing,"Slack, J.;Hildebrand, K.;Munzner, T.",1,4,6,3,2,-15.958772,-60.088664,1,volum,render,imag,base,techniqu
1188,Revealing structure within clustered parallel coordinates displays,"Johansson, J.;Ljung, P.;Jern, M.;Cooper, M.",5,1,6,3,4,-47.508378,37.352738,5,interact,user,explor,method,view
1189,Simple 3D glyphs for spatial multivariate data,"Forsell, C.;Seipel, S.;Lind, M.",7,6,3,4,5,22.281037,-35.78379,7,surfac,method,mesh,algorithm,model
1190,Temporal visualization of planning polygons for efficient partitioning of geo-spatial data,"Poonam Shanbhag;Rheingans, P.;desJardins, M.",6,3,5,1,2,-22.852871,9.638627,6,set,techniqu,larg,present,task
1191,The visual code navigator: an interactive toolset for source code investigation,"Lommerse, G.;Nossin, F.;Voinea, L.;Telea, A.",5,9,3,6,1,-23.430251,55.140446,5,interact,user,explor,method,view
1192,Turning information visualization innovations into commercial products: lessons to guide the next success,"Shneiderman, B.;Rao, R.;Andrews, K.;Ahlberg, C.;Brodbeck, D.;Jewitt, T.;Mackinlay, J.",3,2,8,1,4,5.930541,-8.071987,3,inform,displai,map,space,color
1193,Turning the bucket of text into a pipe,"Hetzler, E.;Crow, V.;Payne, D.A.;Turner, A.E.",10,2,6,1,3,10.240843,42.515843,10,system,interact,user,inform,explor
1194,Two-tone pseudo coloring: compact visualization for one-dimensional data,"Saito, T.;Miyamura, H.N.;Yamamoto, M.;Saito, H.;Hoshiya, Y.;Kaseda, T.",5,3,1,8,2,-40.261275,51.60328,5,interact,user,explor,method,view
1195,Visual correlation for situational awareness,"Livnat, Y.;Agutter, J.;Shaun Moon;Foresti, S.",6,10,7,8,2,-24.406036,-3.45337,6,set,techniqu,larg,present,task
1196,Visualization of graphs with associated timeseries data,"Saraiya, P.;Lee, P.;North, C.",4,3,1,2,5,-66.209132,-3.5856,4,graph,network,node,layout,edg
1197,Visualizing coordination in situ,"Weaver, C.",5,9,10,4,1,-19.930888,50.138095,5,interact,user,explor,method,view
1198,Vizster: visualizing online social networks,"Heer, J.;Boyd, D.",4,10,2,1,3,-62.66176,11.826074,4,graph,network,node,layout,edg
1199,Voronoi treemaps,"Balzer, M.;Deussen, O.",7,6,4,5,8,17.828122,-38.85724,7,surfac,method,mesh,algorithm,model
1200,2D asymmetric tensor analysis,"Zheng, X.;Pang, A.",8,1,2,3,4,70.149808,-18.828405,8,field,flow,vector,method,tensor
1201,A contract based system for large data visualization,"Childs, H.;Brugger, E.;Bonnell, K.;Meredith, J.;Miller, M.;Whitlock, B.;Max, N.",10,6,8,4,9,20.42104,40.331208,10,system,interact,user,inform,explor
1202,A feature-driven approach to locating optimal viewpoints for volume visualization,"Takahashi, S.;Fujishiro, I.;Takeshima, Y.;Nishita, T.",1,8,7,5,2,-39.266176,-63.619235,1,volum,render,imag,base,techniqu
1203,A handheld flexible display system,"Konieczny, J.;Shimizu, C.;Meyer, G.;Colucci, D.",1,10,2,3,4,-39.812923,-59.068439,1,volum,render,imag,base,techniqu
1204,A shader-based parallel rendering framework,"Allard, J.;Raffin, B.",1,4,7,9,3,-18.82733,-60.938028,1,volum,render,imag,base,techniqu
1205,Batched multi triangulation,"Cignoni, P.;Ganovelli, F.;Gobbetti, E.;Marton, F.;Ponchio, F.;Scopigno, R.",1,7,4,8,2,-11.149331,-51.277214,1,volum,render,imag,base,techniqu
1206,Build-by-number: rearranging the real world to visualize novel architectural spaces,"Bekins, D.;Aliaga, D.",9,1,6,3,2,37.180739,-4.194172,9,model,simul,interact,base,view
1207,COTS cluster-based sort-last rendering: performance evaluation and pipelined implementation,"Cavin, X.;Mion, C.;Filbois, A.",1,4,2,3,5,-14.97534,-63.188156,1,volum,render,imag,base,techniqu
1208,Curve-skeleton applications,"Cornea, N.D.;Silver, D.;Min, P.",7,6,9,8,2,18.367695,-40.213622,7,surfac,method,mesh,algorithm,model
1209,Dataset traversal with motion-controlled transfer functions,"Correa, C.;Silver, D.",1,5,8,9,2,-47.239798,-47.841766,1,volum,render,imag,base,techniqu
1210,Differential protein expression analysis via liquid-chromatography/mass-spectrometry data visualization,"Linsen, L.;Locherbach, J.;Berth, M.;Bernhardt, J.;Becher, D.",5,6,10,4,7,-28.249773,36.168675,5,interact,user,explor,method,view
1211,Distributed data management for large volume visualization,"Gao, J.;Huang, J.;Johnson, C.R.;Atchley, S.",1,10,6,4,2,-34.711732,-50.655227,1,volum,render,imag,base,techniqu
1212,Effectively visualizing large networks through sampling,"Rafiei, D.",4,6,1,7,8,-62.676479,14.472317,4,graph,network,node,layout,edg
1213,Evaluation of fiber clustering methods for diffusion tensor imaging,"Moberts, B.;Vilanova, A.;van Wijk, J.J.",5,8,7,4,6,-50.353685,38.411008,5,interact,user,explor,method,view
1214,Evolutionary morphing,"Wiley, D.F.;Amenta, N.;Alcantara, D.A.;Ghosh, D.;Kil, Y.J.;Delson, E.;Harcourt-Smith, W.;Rohlf, F.J.;St John, K.;Hamann, B.",7,9,1,2,3,31.698568,-48.651736,7,surfac,method,mesh,algorithm,model
1215,Example-based volume illustrations,"Lu, A.;Ebert, D.S.",1,10,8,5,2,-38.342145,-60.988308,1,volum,render,imag,base,techniqu
1216,Exploiting frame-to-frame coherence for accelerating high-quality volume raycasting on graphics hardware,"Klein, T.;Strengert, M.;Stegmaier, S.;Ertl, T.",1,2,3,4,5,-27.178936,-68.776567,1,volum,render,imag,base,techniqu
1217,Exploring 2D tensor fields using stress nets,"Wilson, A.;Brannon, R.",8,3,5,1,2,71.626226,-18.614728,8,field,flow,vector,method,tensor
1218,Extracting higher order critical points and topological simplification of 3D vector fields,"Weinkauf, T.;Theisel, H.;Kuangyu Shi;Hege, H.-C.;Seidel, H.-P.",8,7,1,2,3,80.072905,-9.496796,8,field,flow,vector,method,tensor
1219,Extraction of parallel vector surfaces in 3D time-dependent fields and application to vortex core line tracking,"Theisel, H.;Sahner, J.;Weinkauf, T.;Hege, H.-C.;Seidel, H.-P.",8,7,1,2,3,78.952729,-0.960082,8,field,flow,vector,method,tensor
1220,Eyegaze analysis of displays with combined 2D and 3D views,"Tory, M.;Atkins, M.S.;Kirkpatrick, A.E.;Nicolaou, M.;Guang-Zhong Yang",3,5,4,9,1,-8.875694,-13.568825,3,inform,displai,map,space,color
1221,Eyelet particle tracing - steady visualization of unsteady flow,"Wiebel, A.;Scheuermann, G.",8,1,2,3,4,78.450091,-1.081078,8,field,flow,vector,method,tensor
1222,Farthest point seeding for efficient placement of streamlines,"Mebarki, A.;Alliez, P.;Devillers, O.",8,7,9,1,2,68.534987,-0.601433,8,field,flow,vector,method,tensor
1223,Fast and reproducible fiber bundle selection in DTI visualization,"Blaas, J.;Botha, C.P.;Peters, B.;Vos, F.M.;Post, F.H.",5,6,1,8,4,-32.846159,43.731351,5,interact,user,explor,method,view
1224,Fast visualization by shear-warp on quadratic super-spline models using wavelet data decompositions,"Schlosser, G.;Hesser, J.;Zeilfelder, F.;Rossl, C.;Nurnberger, G.;Seidel, H.-P.;M????nner, R.",1,9,6,7,2,-36.611026,-63.692913,1,volum,render,imag,base,techniqu
1225,Framework for visualizing higher-order basis functions,"Schroeder, W.J.;Bertel, F.;Malaterre, M.;Thompson, D.;Pebay, P.P.;O'Bara, R.;Saurabh Tendulkar",10,1,8,7,6,24.961396,52.4263,10,system,interact,user,inform,explor
1226,Hardware-accelerated 3D visualization of mass spectrometry data,"de Corral, J.;Pfister, H.",10,1,8,6,7,13.161929,46.092296,10,system,interact,user,inform,explor
1227,Hardware-accelerated simulated radiography,"Laney, D.;Callahan, S.P.;Max, N.;Silva, C.T.;Langer, S.;Frank, R.",1,2,9,7,8,-17.040618,-54.615565,1,volum,render,imag,base,techniqu
1228,High dynamic range volume visualization,"Xiaoru Yuan;Nguyen, M.Z.;Baoquan Chen;Porter, D.H.",1,3,2,4,5,-33.76227,-62.471853,1,volum,render,imag,base,techniqu
1229,High performance volume splatting for visualization of neurovascular data,"Vega-Higuera, F.;Hastreiter, P.;Fahlbusch, R.;Greiner, G.",1,8,7,6,2,-35.89232,-61.204815,1,volum,render,imag,base,techniqu
1230,HOT-lines: tracking lines in higher order tensor fields,"Hlawitschka, M.;Scheuermann, G.",8,1,2,3,4,70.250629,-21.357915,8,field,flow,vector,method,tensor
1231,Illuminated lines revisited,"Mallo, O.;Peikert, R.;Sigg, C.;Sadlo, F.",1,8,7,3,2,-19.440595,-62.759799,1,volum,render,imag,base,techniqu
1232,Illustration and photography inspired visualization of flows and volumes,"Svakhine, N.;Yun Jang;Ebert, D.S.;Gaither, K.",8,10,1,3,6,67.29769,11.605535,8,field,flow,vector,method,tensor
1233,Illustration-inspired techniques for visualizing time-varying data,"Joshi, A.;Rheingans, P.",6,5,8,3,1,-25.084058,8.425578,6,set,techniqu,larg,present,task
1234,Illustrative display of hidden iso-surface structures,"Fischer, J.;Bartz, D.;Strasser, W.",7,1,3,2,4,35.775658,-51.472843,7,surfac,method,mesh,algorithm,model
1235,Interactive rendering of large unstructured grids using dynamic level-of-detail,"Callahan, S.P.;Comba, J.L.D.;Shirley, P.;Silva, C.T.",1,6,10,7,4,-14.621927,-51.555881,1,volum,render,imag,base,techniqu
1236,Interactive visual analysis and exploration of injection systems simulations,"Matkovic, K.;Jelovic, M.;Juric, J.;Konyha, Z.;Gracanin, D.",10,9,6,3,1,26.103199,38.497459,10,system,interact,user,inform,explor
1237,Interpolation and visualization for advected scalar fields,Shyh-Kuang Ueng;Sheng-Chuan Wang,1,8,10,3,7,-32.108852,-37.197101,1,volum,render,imag,base,techniqu
1238,Marching diamonds for unstructured meshes,"Anderson, J.C.;Bennett, J.C.;Joy, K.I.",7,4,8,1,2,12.739918,-43.439479,7,surfac,method,mesh,algorithm,model
1239,Multimodal exploration of the fourth dimension,"Hanson, A.J.;Hui Zhang",7,5,9,1,2,32.535743,-50.708612,7,surfac,method,mesh,algorithm,model
1240,On the optimization of visualizations of complex phenomena,"House, D.;Bair, A.;Ware, C.",7,5,4,3,8,24.660745,-39.931997,7,surfac,method,mesh,algorithm,model
1241,OpenGL multipipe SDK: a toolkit for scalable parallel rendering,"Bhaniramka, P.;Robert, P.C.D.;Eilemann, S.",10,1,6,7,2,27.57809,51.655796,10,system,interact,user,inform,explor
1242,Opening the black box - data driven visualization of neural networks,"Tzeng, F.-Y.;Kwan-Liu Ma",4,2,9,10,3,-63.087271,13.792628,4,graph,network,node,layout,edg
1243,Opening the can of worms: an exploration tool for vortical flows,"Stegmaier, S.;Rist, U.;Ertl, T.",10,8,1,2,3,31.486914,53.409995,10,system,interact,user,inform,explor
1244,Particle and texture based spatiotemporal visualization of time-dependent vector fields,"Weiskopf, D.;Schramm, F.;Erlebacher, G.;Ertl, T.",8,9,1,2,3,76.815996,4.582084,8,field,flow,vector,method,tensor
1245,Phonon tracing for auralization and visualization of sound,"Bertram, M.;Deines, E.;Mohring, J.;Jegorovs, J.;Hagen, H.",7,8,9,5,3,28.32529,-32.769663,7,surfac,method,mesh,algorithm,model
1246,Prefiltered Gaussian reconstruction for high-quality rendering of volumetric data sampled on a body-centered cubic grid,"Csebfalvi, B.",1,7,8,6,2,-22.084436,-38.455536,1,volum,render,imag,base,techniqu
1247,Profile Flags: a novel metaphor for probing of T<sub>2</sub> maps,"Mlejnek, M.;Ermest, P.;Vilanova, A.;van der Rijt, R.;van den Bosch, H.;Gerritsen, F.;Groller, E.",3,7,2,8,1,9.613913,-18.726245,3,inform,displai,map,space,color
1248,Quality mesh generation for molecular skin surfaces using restricted union of balls,"Cheng, H.-L.;Shi, X.",7,1,2,3,4,17.937556,-50.845574,7,surfac,method,mesh,algorithm,model
1249,Query-driven visualization of large data sets,"Stockinger, K.;Shalf, J.;Kesheng Wu;Bethel, E.W.",5,6,1,8,10,-23.644089,29.001416,5,interact,user,explor,method,view
1250,Reconstructing manifold and non-manifold surfaces from point clouds,"Wang, J.;Oliveira, M.M.;Kaufman, A.",7,1,2,3,4,31.1516,-50.271506,7,surfac,method,mesh,algorithm,model
1251,Reflection nebula visualization,"Magnor, M.;Hildebrand, K.;Lintu, A.;Hanson, A.J.",1,10,9,6,7,-22.216294,-51.451701,1,volum,render,imag,base,techniqu
1252,Rendering tetrahedral meshes with higher-order attenuation functions for digital radiograph reconstruction,"Sadowsky, O.;Cohen, J.D.;Taylor, R.H.",1,7,9,8,2,-34.314515,-40.682364,1,volum,render,imag,base,techniqu
1253,Scale-invariant volume rendering,"Kraus, M.",1,8,2,3,4,-32.979638,-65.898262,1,volum,render,imag,base,techniqu
1254,Sort-middle multi-projector immediate-mode rendering in Chromium,"Williams, J.L.;Hiromoto, R.E.",1,4,2,3,5,-15.482894,-63.522746,1,volum,render,imag,base,techniqu
1255,Statistically quantitative volume visualization,"Kniss, J.;Van Uitert, R.;Stephens, A.;Li, G.-S.;Tasdizen, T.;Hansen, C.",1,5,7,4,2,-37.941639,-48.754416,1,volum,render,imag,base,techniqu
1256,Strategy for seeding 3D streamlines,"Xiangong Ye;Kao, D.;Pang, A.",8,1,2,3,4,81.891115,6.180601,8,field,flow,vector,method,tensor
1257,Stream-processing points,"Pajarola, R.",6,7,8,9,1,-27.52128,-8.680072,6,set,techniqu,larg,present,task
1258,Streaming meshes,"Isenburg, M.;Lindstrom, P.",7,6,2,4,1,9.952153,-48.744145,7,surfac,method,mesh,algorithm,model
1259,Surface reconstruction via contour metamorphosis: an Eulerian approach with Lagrangian particle tracking,"Nilsson, O.;Breen, D.;Museth, K.",7,6,8,1,2,36.9872,-42.888437,7,surfac,method,mesh,algorithm,model
1260,Teniae coli guided navigation and registration for virtual colonoscopy,"Huang, A.;Roy, D.;Franaszek, M.;Summers, R.M.",7,3,8,6,5,28.285815,-37.72336,7,surfac,method,mesh,algorithm,model
1261,Texture-based visualization of uncertainty in flow fields,"Botchen, R.P.;Weiskopf, D.;Ertl, T.",8,7,1,5,10,73.776128,7.973738,8,field,flow,vector,method,tensor
1262,The application of GPU particle tracing to diffusion tensor field visualization,"Kondratieva, P.;Kruger, J.;Westermann, R.",8,1,2,3,4,70.579703,-18.913404,8,field,flow,vector,method,tensor
1263,The magic volume lens: an interactive focus+context technique for volume rendering,"Lujin Wang;Ye Zhao;Mueller, K.;Kaufman, A.",1,5,2,3,4,-37.890763,-51.45196,1,volum,render,imag,base,techniqu
1264,The software interface to the 3D-force microscope,"Marshburn, D.;Weigle, C.;Wilde, B.G.;Taylor, R.M.;Desai, K.;Fisher, J.K.;Cribb, J.;O'Brien, E.T.;Superfine, R.",10,2,6,3,8,17.01079,51.965759,10,system,interact,user,inform,explor
1265,The value of visualization,"van Wijk, J.J.",9,8,5,7,1,29.06378,0.202616,9,model,simul,interact,base,view
1266,The visible radio: process visualization of a software-defined radio,"Hall, M.;Betts, A.;Cox, D.;Pointer, D.;Kindratenko, V.",2,1,10,8,4,-1.354307,12.429654,2,design,tool,analyt,user,inform
1267,Topological structures of 3D tensor fields,"Zheng, X.;Parlett, B.;Pang, A.",8,7,1,2,3,71.118413,-20.191316,8,field,flow,vector,method,tensor
1268,Topology-based simplification for feature extraction from 3D scalar fields,"Gyulassy, A.;Vijay Natarajan",8,7,2,1,3,64.918191,-10.339281,8,field,flow,vector,method,tensor
1269,Topology-driven surface mappings with robust feature alignment,"Garner, C.;Miao Jin;Xianfeng Gu;Hong Qin",7,8,3,6,4,34.852091,-35.527902,7,surfac,method,mesh,algorithm,model
1270,Understanding visualization through spatial ability differences,"Velez, M.C.;Silver, D.;Tremaine, M.",3,2,6,5,9,-2.414976,-3.336655,3,inform,displai,map,space,color
1271,View selection for volume rendering,"Bordoloi, U.D.;Han-Wei Shen",5,1,6,2,3,-22.604981,56.502854,5,interact,user,explor,method,view
1272,View-dependent rendering of multiresolution texture-atlases,"Buchholz, H.;Dollner, J.",1,6,9,7,3,1.5887,-59.816374,1,volum,render,imag,base,techniqu
1273,VisTrails: enabling interactive multiple-view visualizations,"Bavoil, L.;Callahan, S.P.;Crossno, P.;Freire, J.;Scheidegger, C.E.;Silva, C.T.;Vo, H.T.",10,6,9,1,7,17.306404,55.800969,10,system,interact,user,inform,explor
1274,Visual analysis and exploration of fluid flow in a cooling jacket,"Laramee, R.S.;Garth, C.;Doleisch, H.;Schneider, J.;Hauser, H.;Hagen, H.",8,5,6,2,9,69.87477,8.896844,8,field,flow,vector,method,tensor
1275,Visualization in the Einstein Year 2005: a case study on explanatory and illustrative visualization of relativity and astrophysics,"Weiskopf, D.;Borchers, M.;Ertl, T.;Falk, M.;Fechtig, O.;Frank, R.;Grave, F.;King, A.;Kraus, U.;Muller, T.;Nollert, H.-P.;Mendez, I.R.;Ruder, H.;Schafhitzel, T.;Schar, S.;Zahn, C.;Zatloukal, M.",1,8,2,5,6,-30.742625,-39.943327,1,volum,render,imag,base,techniqu
1276,Visualization of the genus of knots,"van Wijk, J.J.;Cohen, A.M.",7,1,2,3,4,29.490824,-51.375062,7,surfac,method,mesh,algorithm,model
1277,Visualization of time-dependent remote adaptive mesh refinement data,"Kaehler, R.;Prohaska, S.;Hutanu, A.;Hege, H.-C.",8,7,6,1,2,62.651039,-2.279982,8,field,flow,vector,method,tensor
1278,Visualization of white matter tracts with wrapped streamlines,"Enders, F.;Sauber, N.;Merhof, D.;Hastreiter, P.;Nimsky, C.;Stamminger, M.",8,7,1,5,6,68.628673,-16.121974,8,field,flow,vector,method,tensor
1279,Visualization with stylized line primitives,"Stoll, C.;Gumhold, S.;Seidel, H.-P.",8,1,4,2,3,73.491908,-3.347117,8,field,flow,vector,method,tensor
1280,Visualizing data with motion,"Huber, D.E.;Healey, C.",6,3,2,8,4,-29.206526,3.726827,6,set,techniqu,larg,present,task
1281,Visualizing intersecting surfaces with nested-surface techniques,"Weigle, C.;Taylor, R.M.",7,6,3,1,2,30.215571,-54.623211,7,surfac,method,mesh,algorithm,model
1282,Visualizing tensor fields in geomechanics,"Neeman, A.;Jeremic, B.;Pang, A.",8,5,9,1,2,70.634229,-18.037192,8,field,flow,vector,method,tensor
1283,Visualizing the tightening of knots,"Cantarella, J.;Piatek, M.;Rawdon, E.",9,6,8,7,4,37.165409,-2.6766,9,model,simul,interact,base,view
1284,VolQD: direct volume rendering of multi-million atom quantum dot simulations,"Wei Qiao;Ebert, D.S.;Entezari, A.;Korkusinski, M.;Klimeck, G.",1,10,9,8,6,-19.060471,-46.839713,1,volum,render,imag,base,techniqu
1285,Volume rendering of smoke propagation CFD data,"Staubli, O.;Sigg, C.;Peikert, R.;Gubler, D.;Gross, M.",1,9,2,3,4,-43.921017,-53.416333,1,volum,render,imag,base,techniqu
1286,VolumeExplorer: roaming large volumes to couple visualization and data processing for oil and gas exploration,"Castanie, L.;Levy, B.;Bosquet, F.",1,10,9,2,3,-34.112031,-69.7612,1,volum,render,imag,base,techniqu
1287,VolumeShop: an interactive system for direct volume illustration,"Bruckner, S.;Groller, E.",1,10,9,5,8,-40.739281,-55.809557,1,volum,render,imag,base,techniqu
1288,2D Maps for Visual Analysis and Retrieval in Large Multi-Feature 3D Model Databases,"Bustos, B.;Keim, D.A.;Panse, C.;Schreck, T.",10,9,8,1,2,24.907147,50.128509,10,system,interact,user,inform,explor
1289,800Exploration of the brain's white matter pathways with dynamic queries,"Akers, D.;Sherbondy, A.;Mackenzie, R.;Dougherty, R.;Wandell, B.",5,10,6,1,8,-33.304446,45.71336,5,interact,user,explor,method,view
1290,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,"Ghoniem, M.;Fekete, J.;Castagliola, P.",4,2,6,8,3,-65.162587,-0.916219,4,graph,network,node,layout,edg
1291,A graphics hardware-based vortex detection and visualization system,"Stegmaier, S.;Ertl, T.",10,8,1,2,3,27.457855,50.756449,10,system,interact,user,inform,explor
1292,A History Mechanism for Visual Data Mining,"Kreuseler, M.;Nocke, T.;Schumann, H.",2,5,10,1,3,6.204068,26.816116,2,design,tool,analyt,user,inform
1293,A Rank-by-Feature Framework for Unsupervised Multidimensional Data Exploration Using Low Dimensional Projections,"Jinwook Seo.;Shneiderman, B.",5,6,3,1,2,-38.676745,29.487529,5,interact,user,explor,method,view
1294,Adaptive 4-8 texture hierarchies,"Hwa, L.M.;Duchaineau, M.;Joy, K.I.",1,7,4,3,10,1.02252,-58.66961,1,volum,render,imag,base,techniqu
1295,An Associative Information Visualizer,"White, H.D.;Lin, X.;Buzydlowski, J.",3,1,2,4,5,1.648654,-6.833608,3,inform,displai,map,space,color
1296,An Evaluation of Microarray Visualization Tools for Biological Insight,"Saraiya, P.;North, C.;Duca, K.",2,5,10,9,6,-9.332749,16.558872,2,design,tool,analyt,user,inform
1297,An Experimental Investigation of Magnification Lens Offset and Its Impact on Imagery Analysis,"Darling, E.;Newbern, C.;Kalghatgi, N.;Burgman, A.;Recktenwald, K.",10,3,2,5,4,-0.148591,48.212176,10,system,interact,user,inform,explor
1298,"Anisotropic volume rendering for extremely dense, thin line data","Schussman, G.;Kwan-Liu Ma",1,8,9,2,3,-20.191989,-62.716868,1,volum,render,imag,base,techniqu
1299,ARNA: Interactive Comparison and Alignment of RNA Secondary Structure,"Gainant, G.;Auber, D.",10,5,4,7,8,8.898528,50.900885,10,system,interact,user,inform,explor
1300,Artifacts of the Presence Era: Using Information Visualization to Create an Evocative Souvenir,"Viegas, F.B.;Perry, E.;Howe, E.;Donath, J.",2,6,3,5,1,2.145897,11.037899,2,design,tool,analyt,user,inform
1301,Atlas-Aware Laplacian Smoothing,"Sibley, P.G.;Taubin, G.",7,2,4,1,3,-4.94954,4.923213,7,surfac,method,mesh,algorithm,model
1302,Augmented reality with tangible auto-fabricated models for molecular biology applications,"Gillet, A.;Sanner, M.;Stoffler, D.;Goodsell, D.;Olson, A.",9,3,10,7,1,39.556641,-0.185081,9,model,simul,interact,base,view
1303,Automatic Fast Detection of Tumor Suspect Areas on CT Scan,"Mancas, M.;Gosselin, B.;Macq, B.",7,6,5,1,8,-4.193397,4.546837,7,surfac,method,mesh,algorithm,model
1304,A Knowledge Task-Based Framework for Design and Evaluation of Information Visualizations,"Amar, R.;Stasko, J.",2,10,3,1,4,3.147999,24.651165,2,design,tool,analyt,user,inform
1305,BinX: Dynamic Exploration of Time Series Datasets Across Aggregation Levels,"Berry, L.;Munzner, T.",5,8,6,3,1,-38.925388,51.258598,5,interact,user,explor,method,view
1306,Building an Ontology of Visualization,"Duke, D.J.;Brodlie, K.W.;Duce, D.A.",6,2,4,9,10,-27.942887,-4.030471,6,set,techniqu,larg,present,task
1307,Building Highly-Coordinated Visualizations in Improvise,"Weaver, C.",10,5,1,2,3,8.792854,59.911897,10,system,interact,user,inform,explor
1308,Capillary Histology Imagery Visualization and Exploration,"Gleicher, M.;Brunet, T.;Nowak, E.;Osten, L.;McElwee, M.;Tanty, K.;Gepner, A.;Lahvis, G.",5,1,2,3,4,-29.729889,36.997058,5,interact,user,explor,method,view
1309,Capstone Address: Visualization as a Medium for Capturing and Sharing Thoughts,"Roth, S.",2,9,8,1,5,-4.03787,7.50598,2,design,tool,analyt,user,inform
1310,Case Study: Visualizing Visualization,"van Ham, F.",4,5,3,6,1,-59.824319,0.167017,4,graph,network,node,layout,edg
1311,Centroidal Voronoi tessellation based algorithms for vector fields visualization and segmentation,Qiang Du;Xiaoquiang Wang,8,7,3,1,2,77.963809,-6.03213,8,field,flow,vector,method,tensor
1312,Clutter Reduction in Multi-Dimensional Data Visualization Using Dimension Reordering,"Peng, W.;Ward, M.O.;Rundensteiner, E.A.",3,5,6,8,1,-1.801969,-16.003953,3,inform,displai,map,space,color
1313,Code Checking and Visualization of an Architecture Design,"Rong Xu;Solihin, W.;Zhiyong Huang",2,1,3,4,5,0.399064,13.426955,2,design,tool,analyt,user,inform
1314,Compatible triangulations of spatial decompositions,"Schroeder, W.J.;Geveci, B.;Malaterre, M.",7,1,8,2,3,15.368306,-42.004032,7,surfac,method,mesh,algorithm,model
1315,"Compression, Segmentation, and Modeling of Large-Scale Filamentary Volumetric Data","McCormick, B.H.;Doddapaneni, P.;Mayerich, D.;Melek, Z.;Keyser, J.",6,1,9,7,4,-34.482201,1.831497,6,set,techniqu,larg,present,task
1316,Constrained inverse volume rendering for planetary nebulae,"Magnor, M.;Kindlmann, G.;Duric, N.;Hansen, C.",1,9,6,8,2,-29.128394,-45.323046,1,volum,render,imag,base,techniqu
1317,Context-Adaptive Mobile Visualization and Information Management,"Ehret, J.;Ebert, A.;Schuchardt, L.;Steinmetz, H.;Hagen, H.",10,3,2,1,4,15.823528,62.665277,10,system,interact,user,inform,explor
1318,"Creating and Managing ""Lookmarks"" in ParaView","Stanton, E.T.;Kegelmeyer, W.P.",5,2,1,3,4,-25.442427,55.539603,5,interact,user,explor,method,view
1319,DaMI - Data Management for Multimedial Information Systems,"Hagen, H.;Steinebach, G.;Munchhofen, M.;Scheler, I.;Ruby, M.;Wadle, M.",10,3,9,1,2,22.520278,52.346755,10,system,interact,user,inform,explor
1320,Depth Enhanced Panoramas,"Bahmutov, G.;Popescu, V.;Sacks, E.",1,9,3,7,2,-5.755497,4.715441,1,volum,render,imag,base,techniqu
1321,Detection and visualization of anomalous structures in molecular dynamics simulation data,"Mehta, S.;Hazzard, K.;Machiraju, R.;Parthasarathy, S.;Wilkins, J.",6,9,10,8,7,-26.073311,6.191452,6,set,techniqu,larg,present,task
1322,Dispersion simulation and visualization for urban security,"Feng Qiu;Ye Zhao;Zhe Fan;Xiaoming Wei;Lorenz, H.;Jianning Wang;Yoakum-Stover, S.;Kaufman, A.;Mueller, K.",9,1,8,10,2,29.915316,9.332179,9,model,simul,interact,base,view
1323,Display of vector fields using a reaction-diffusion model,"Sanderson, A.;Johnson, C.R.;Kirby, R.M.",8,9,3,1,2,76.459732,-2.061378,8,field,flow,vector,method,tensor
1324,Distortion-Based Visualization for Long-Term Continuous Acoustic Monitoring,"Tsutsumi, F.;Itoh, N.;Onoda, T.",8,7,5,1,2,65.401335,-0.203326,8,field,flow,vector,method,tensor
1325,DTI Fiber Clustering in the Whole Brain,"Song Zhang;Laidlaw, D.H.",5,1,2,3,4,-26.290187,32.094477,5,interact,user,explor,method,view
1326,Dual contouring with topology-preserving simplification using enhanced cell representation,"Zhang, N.;Hong, W.;Kaufman, A.",7,8,4,6,3,13.212298,-36.58973,7,surfac,method,mesh,algorithm,model
1327,Dual marching cubes,"Nielson, G.M.",7,1,2,3,4,24.417715,-46.715855,7,surfac,method,mesh,algorithm,model
1328,Dynamic Drawing of Clustered Graphs,"Frishman, Y.;Tal, A.",4,7,1,2,3,-61.977587,-0.469539,4,graph,network,node,layout,edg
1329,Efficient point-based isosurface exploration using the span-triangle,"von Rymon-Lipinski, B.;Hanssen, N.;Jansen, T.;Ritter, L.;Keeve, E.",1,10,6,5,7,-15.261243,-49.94911,1,volum,render,imag,base,techniqu
